thermo
   300.000  1000.000  5000.000
nc7h16     2/10/95      c   7h  16    0    0g   300.000  5000.000 1391.000    61
-5.94680816e-08 2.40685378e-11-5.92845491e+03 7.12932590e+00-4.00985747e+03    4
ch3coch2o2  2/14/95     c   3h   5o   3    0g   300.000  5000.000 1379.00     31
 1.27690342e+01 1.42554828e-02-4.92821461e-06 7.70448921e-10-4.49110534e-14    2
-2.34798669e+04-3.27155799e+01 5.95535468e+00 2.70255205e-02-1.37385031e-05    3
 3.53735851e-09-4.03922557e-13-2.06679464e+04 5.21436049e+00                   4
c2h3oh     2/ 3/ 9 thermc   2h   4o   1    0g   300.000  5000.000 1410.000    11
 8.32598158e+00 8.03387281e-03-2.63928405e-06 3.98410726e-10-2.26551155e-14    2
-1.83221436e+04-2.02080305e+01-1.27972260e-01 3.38506073e-02-3.30644935e-05    3
 1.64858739e-08-3.19935455e-12-1.59914544e+04 2.30438601e+01                   4
ch3cho            l 8/88c  2 h  4 o   1   0 g   200.000  6000.00  1000.00      1
 0.54041108e+01 0.11723059e-01-0.42263137e-05 0.68372451e-09-0.40984863e-13    2
-0.22593122e+05-0.34807917e+01 0.47294595e+01-0.31932858e-02 0.47534921e-04    3
-0.57458611e-07 0.21931112e-10-0.21572878e+05 0.41030159e+01-0.19987949e+05    4
hocho             l 8/88h   2c   1o   2    0g   200.000  6000.00  1000.00      1
 0.46138316e+01 0.64496364e-02-0.22908251e-05 0.36716047e-09-0.21873675e-13    2
-0.47514850e+05 0.84788383e+00 0.38983616e+01-0.35587795e-02 0.35520538e-04    3
-0.43849959e-07 0.17107769e-10-0.46770609e+05 0.73495397e+01-0.45531246e+05    4
ch2oh             iu2/03c  1 h  3 o  1    0 g   200.000  6000.00   1000.00     1
 5.09314370e+00 5.94761260e-03-2.06497460e-06 3.23008173e-10-1.88125902e-14    2
-4.03409640e+03-1.84691493e+00 4.47834367e+00-1.35070310e-03 2.78484980e-05    3
-3.64869060e-08 1.47907450e-11-3.50072890e+03 3.30913500e+00-2.04462770e+03    4
c7h8              t 9/81c   7h   8    0    0g   300.000  5000.000 1000.000     1
 0.13957725e+02 0.24616607e-01-0.83795358e-05 0.12537165e-08-0.67675520e-13    2
-0.10295066e+04-0.52245728e+02-0.25368824e+01 0.52898869e-01 0.14038515e-05    3
-0.40762323e-07 0.20377519e-10 0.44778477e+04 0.37415115e+02                   4
c7h7       5/11/93 thermc   7h   7    0    0g   300.000  5000.000 1380.000    11
 1.74066429e+01 1.94934914e-02-6.89552346e-06 1.09498206e-09-6.45370306e-14    2
 1.52488939e+04-7.16678643e+01-3.13104309e+00 6.45512922e-02-4.39082794e-05    3
 1.46756825e-08-1.95214937e-12 2.26869723e+04 3.96945254e+01                   4
oc6h4ch3  avg cresol    c   7h   7o   1    0g   300.000  5000.000 1398.000    11
 2.00333477e+01 1.83142467e-02-6.17265091e-06 9.50353551e-10-5.48634044e-14    2
-7.76864165e+03-8.60606102e+01-3.82920147e+00 7.73376217e-02-6.15929083e-05    3
 2.43728641e-08-3.80779615e-12 2.89377185e+01 4.06647799e+01                   4
hoc6h4ch3 avg cresol    c   7h   8o   1    0g   300.000  5000.000 1400.000    21
 1.97311724e+01 2.12245074e-02-7.27602659e-06 1.13158989e-09-6.57395287e-14    2
-2.50451776e+04-8.18783394e+01-4.17663565e+00 8.29479164e-02-6.92618926e-05    3
 2.97047387e-08-5.12027914e-12-1.73715284e+04 4.43681107e+01                   4
c6h4ch3     ranzi       c   7h   7          g    300.00   5000.00 1000.00      1
 .989521100e+01 .281997140e-01-.985390310e-05 .114532240e-08 .000000000e+00    2
 .307512908e+05-.257557742e+02-.298827000e+01 .621039310e-01-.390118950e-04    3
 .928257830e-08 .000000000e+00 .343676800e+05 .412025200e+02                   4
c7h7oo     3/ 4/94 thermc   7h   7o   2    0g   300.000  5000.000 1389.000    21
 2.18946260e+01 2.02701494e-02-7.14525361e-06 1.13208570e-09-6.66220534e-14    2
 3.93272947e+03-8.95685129e+01-3.77863659e+00 8.29484718e-02-6.64288143e-05    3
 2.69504875e-08-4.41844689e-12 1.25603231e+04 4.73269747e+01                   4
c7h7o      4/14/94 thermc   7h   7o   1    0g   300.000  5000.000 1392.000    11
 1.78843033e+01 2.09011735e-02-7.21832713e-06 1.12839851e-09-6.57955260e-14    2
 4.93182818e+03-7.01304667e+01-4.77736690e+00 7.51049308e-02-5.68532831e-05    3
 2.18290029e-08-3.38134298e-12 1.26234438e+04 5.10429366e+01                   4
c6h5cho    5/16/90 thermc   7h   6o   1    0g   300.000  5000.000 1386.000    11
 1.74024893e+01 1.89508317e-02-6.58694307e-06 1.03413046e-09-6.04793155e-14    2
-1.31418522e+04-6.83371315e+01-2.37082285e+00 6.28843128e-02-4.26460754e-05    3
 1.39416083e-08-1.74474949e-12-6.11656186e+03 3.85478773e+01                   4
c6h5co    therm         c   7h   5o   1    0g   300.000  5000.000 1392.000    11
 1.75116258e+01 1.62650511e-02-5.65051892e-06 8.86922680e-10-5.18657990e-14    2
 4.67641545e+03-6.70531966e+01-1.56729686e+00 5.99817511e-02-4.29153585e-05    3
 1.48666854e-08-1.98938453e-12 1.12873830e+04 3.55490009e+01                   4
c6h5oh             82489c   6h   6o   1     g   300.000  4000.000 1000.00      1
 1.82163300e+01 1.14242700e-02-1.09668400e-06-6.42744200e-10 1.19889300e-13    2
-2.05366400e+04-7.30423400e+01 1.39145600e+00 3.93195800e-02 1.77709600e-06    3
-2.27767300e-08 8.30965900e-12-1.47218100e+04 1.91781300e+01                   4
oc6h4o            burc97c   6h   4o   2     g  0200.00   6000.00  1000.00      1
 1.43886617e+01 1.81624210e-02-6.69934678e-06 1.10097880e-09-6.67372266e-14    2
-2.12444054e+04-5.02572901e+01 3.79867882e+00 2.51676569e-02 3.79846917e-05    3
-7.06777516e-08 3.06126573e-11-1.72429606e+04 9.80455363e+00-1.47813882e-04    4
ooc6h4o           s&ppg c   6h   4o   2     g  0200.00   6000.00  1000.00      1
 1.43886617e+01 1.81624210e-02-6.69934678e-06 1.10097880e-09-6.67372266e-14    2
-1.90451100e+04-5.02572901e+01 3.79867882e+00 2.51676569e-02 3.79846917e-05    3
-7.06777516e-08 3.06126573e-11-1.50436650e+04 9.80455363e+00-1.47813882e-04    4
c6h3o3            dummy c   6h   3o   3    0g   300.000  3000.000 1000.000     1
 0.7292035e 01  0.9250200e-01 -0.5168641e-04  0.1362709e-07 -0.1381148e-11     2
 0.1031673e 05 -0.1132738e 02 -0.1388958e 02  0.1720984e 00 -0.1700660e-03     3
 0.9601888e-07 -0.2373253e-10  0.1503234e 05  0.9270736e 02  0.1721641e+05     4
c5h6               20387c   5h   6          g   300.000  5000.000 1000.00      1
 9.68981500e+00 1.83826200e-02-6.26488400e-06 9.39337700e-10-5.08770800e-14    2
 1.10212400e+04-3.12290800e+01-3.19673900e+00 4.08136100e-02 6.81650500e-07    3
-3.13745900e-08 1.57722300e-11 1.52906800e+04 3.86993900e+01                   4
c5h5o         * bozelli c   5h   5o   1    0g   300.000  3260.000 1395.000     1
-0.42339418e+01 0.62689654e-01-0.53048357e-04 0.22265999e-07-0.36577789e-11    2
 0.20514408e+05 0.44208816e+02-0.42339418e+01 0.62689654e-01-0.53048357e-04    3
 0.22265999e-07-0.36577789e-11 0.20514408e+05 0.44208816e+02                   4
c5h4o cy          burc94c   5h   4o   1    0g   298.150  5000.000 1000.000     1
 0.11414429e+02 0.15932396e-01-0.62163612e-05 0.10960337e-08-0.72060379e-13    2
 0.25869594e+04-0.38872811e+02-0.40284484e+01 0.61012873e-01-0.55617657e-04    3
 0.25221734e-07-0.44957412e-11 0.55775663e+04 0.40486998e+02-0.80011450e+03    4
c4h               121686c   4h   1          g   300.000  5000.000 1000.00      1
 6.24288200e+00 6.19368300e-03-2.08593200e-06 3.08220300e-10-1.63648300e-14    2
 7.56801900e+04-7.21080600e+00 5.02324700e+00 7.09237500e-03-6.07376200e-09    3
-2.27575200e-09 8.08699400e-13 7.62381300e+04-6.94259400e-02                   4
hcco               32387h   1c   2o   1     g   300.000  4000.000 1000.00      1
 6.75807300e+00 2.00040000e-03-2.02760700e-07-1.04113200e-10 1.96516500e-14    2
 1.90151300e+04-9.07126200e+00 5.04796500e+00 4.45347800e-03 2.26828300e-07    3
-1.48209500e-09 2.25074200e-13 1.96589200e+04 4.81843900e-01                   4
c7h8o     avg cresol    c   7h   8o   1    0g   300.000  5000.000 1400.000    21
 1.97311724e+01 2.12245074e-02-7.27602659e-06 1.13158989e-09-6.57395287e-14    2
-2.50451776e+04-8.18783394e+01-4.17663565e+00 8.29479164e-02-6.92618926e-05    3
 2.97047387e-08-5.12027914e-12-1.73715284e+04 4.43681107e+01                   4
c7h7ooh    3/ 4/94 thermc   7h   8o   2    0g   300.000  5000.000 1390.000    31
 2.21951256e+01 2.19901041e-02-7.70452728e-06 1.21574282e-09-7.13427270e-14    2
-1.43966742e+04-9.07483698e+01-3.39515159e+00 8.45306884e-02-6.70634097e-05    3
 2.72113250e-08-4.48289693e-12-5.78730853e+03 4.57078979e+01                   4
end
